Kodas,Pavadinimas,Aprašas,"Pagrindinės užduotys","Būdingos kompetencijos"
311502,"Laivų statybos technikas","Vadovaujamas ir prižiūrimas laivų statybos inžinieriaus, atlieka techninio pobūdžio užduotis, susijusias su laivų ir plūdriųjų įrenginių korpusų ir denių įrangos projektavimu, gaminimu, įrengimu, technine priežiūra ir remontu.","• atlieka tyrimus ir skaičiavimus, susijusius su optimalia laivo vandentalpa, jo eksploatavimo trukme, jėgainių ir variklių našumu;• rengia laivo statybos ir parinktų įrenginių įrengimo planus ir sąmatas, teikia pagalbą laivų statybos inžinieriui;• prižiūri techninių statybos sąlygų aprašų ir standartų reikalavimų įgyvendinimo kontrolę;• dalyvauja konsultacijose su inžinieriumi mechaniku, derina laivų statybos brėžinius;• tobulina laivų korpusų, įrangos ir krovinių saugumo standartus ir procedūras, kontroliuoja atliekant topografinius jūros darbus.","• atlikti tyrimus ir skaičiavimus;• rengti laivo statybos ir įrenginių įrengimo planus ir sąmatas;• prižiūrėti techninių statybos sąlygų aprašų reikalavimų laikymąsi;• derinti laivų statybos brėžinius;• tobulinti laivų korpusų saugumo standartus."
311503,"Mašinų gamybos technikas","Atlieka techninio pobūdžio užduotis, susijusias su mechaninių įrenginių ar aparatų projektavimu, gamyba, technine priežiūra ir remontu. Parengia ir atlieka eksperimentus ir bandymus, matuoja, užrašo matuoklių rodmenis, registruoja stebėjimų rezultatus ir prisideda prie mechaninių įrenginių ir aparatų kūrimo ir tobulinimo darbų.","• atlieka eksperimentus ir bandymus, užrašo matuoklių rodmenis;• suderina aparatūrą, registruoja stebėjimo rezultatus, parengia išsamių gamybai ir montavimo darbams reikalingų medžiagų ir darbo jėgos įverčių, darbų programas;• duoda techninius nurodymus darbininkams, kurie gamina, montuoja, taiso ir prižiūri mechaninius įrenginius;• patikrina ir išbando mechaninių įrenginių atitiktį techniniuose aprašuose ir standartuose nurodytiems saugos reikalavimams;• kontroliuoja ir reguliuoja jau įrengtų mechaninių įrenginių veikimą.","• atlikti eksperimentus ir bandymus;• suderinti aparatūrą;• duoti techninius nurodymus;• patikrinti įrenginių atitiktį saugos reikalavimams;• kontroliuoti mechaninių įrenginių veikimą."
311504,"Orlaivių technikas","Atlieka periodinius reglamentuotus orlaivių techninės priežiūros darbus, keičia prietaisus ir agregatus, kompleksiškai reguliuoja ir derina aviacijos prietaisus ir elektros įrangą, ruošia orlaivį bandyti ore, dirba ypač sudėtingus ir atsakingus gedimų šalinimo darbus operatyvinės orlaivių techninės priežiūros metu.","• valdo elektrinius siurblius, naudoja rankinius ar elektrinius įrankius, transporto priemonių remonto įrankius arba saugos įrangą;• šalina nustatytas problemas, susijusias su vidaus degimo varikliais, išorės degimo varikliais ir elektriniais varikliais, pakeičia ir sutaiso atsargines dalis;• skaito ir supranta inžinerijos vadovus ir leidinius, išbando variklius, įvertina eksploatacines variklių savybes;• supranta inžinieriaus nubraižytus gaminio techninius brėžinius, pagamina gaminio modelius arba juos naudoja;• užtikrina, kad būtų laikomasi oro uosto saugos reikalavimų prieš laipinant į lėktuvus.","• naudoti elektrinius įrankius;• remontuoti variklius;• įvertinti eksploatacines variklių savybes;• suprasti inžinerinius brėžinius;• užtikrinti, kad būtų laikomasi oro uosto saugos reikalavimų."
311505,"Žemės ūkio mašinų technikas","Prižiūri žemės ūkio techniką ir įrangą, planuoja ir prižiūri jų gamybą, montavimą ir įrengimą. Teikia techninio pobūdžio rekomendacijas žemės ūkio problemoms spręsti. Tiria sąlygas, kurias veikimo požiūriu turi atitikti mašinos, mechaniniai žemės ūkio įrenginiai. Pataria savo darbdaviui, bendradarbiams ir klientams su žemės ūkio technika susijusiais klausimais.","• prižiūri žemės ūkio techniką ir įrangą, užtikrina, kad ji būtų švari, saugi ir tinkamai veiktų, koreguoja ar taiso įrangą, naudoja rankinius ir elektrinius įrankius, pakeičia reikalavimų neatitinkančias dalis arba sistemas;• nustato ir remontuoja žemės ūkio įrangos degalų sistemų gedimus;• nustato vietoje esančios įrangos gedimus, taiso ar remontuoja šią įrangą;• vairuoja traktorius, šakinius keltuvus ir kitas transporto priemones, skirtas javams vežti, tinkamai jas pritaiko ir manevruoja;• tikrina mašinų įrangą, aptinka trūkumus bei gedimus, nustato reikalingus remonto darbus.","• prižiūrėti žemės ūkio mašinas;• nustatyti degalų sistemų gedimus;• remontuoti įrangą vietoje;• vairuoti žemės ūkio mašinas;• tikrinti žemės ūkio mašinas."
311506,"Šildymo, vėdinimo ir šaldymo įrenginių technikas","Atlieka technines užduotis, susijusias su šildymo, vėdinimo ir šaldymo sistemų, įrenginių ir mechaninių prietaisų projektavimu, gamyba, surinkimu, technine priežiūra ir remontu. Specializuojasi pramonės ir prekybos įmonių, gyvenamųjų namų ir visuomeninių pastatų šildymo ir oro kondicionavimo sistemų bei įrenginių eksploatavimo srityje.","• tikrina mašinas ir įrangą, užtikrina patikimą veikimą jų naudojimo ir eksploatavimo darbo vietose metu;• naudoja įrangą mechanizmų veiklos efektyvumui ir veikimui testuoti;• saugo rašytinius visų atliktų remonto ir techninės priežiūros darbų įrašus ir informaciją apie naudotas dalis ir medžiagas;• valdo įvairius tiekimo siurblius, naudojamus, kad aušinimo skystis būtų skysčio fazės, esant tinkamam slėgiui, užtikrina optimalų įkrovimo stoties tikslumą ir greitį;• aiškina ir supranta gamybos procesų planus ir brėžinius, kuriuose yra trimačių atvaizdų.","• atlikti įprastines mechanizmų patikras;• naudoti testavimo įrangą;• registruoti intervencinius techninės priežiūros veiksmus;• valdyti šaldymo agento tiekimo siurblius;• suprasti 3D planus."
311507,"Pramonės mašinų ir įrankių technikas","Atlieka techninio pobūdžio užduotis, susijusias su gamybos, kasybos, statybos, žemės ūkio ir kitose srityse naudojamų pramoninių įrenginių ir įrankių projektavimu, gamyba, įrengimu, eksploatavimu, technine priežiūra ir remontu.","• teikia techninę pagalbą, įrengia ar prižiūri įmonės įrangą bei naudojamus įrankius, pritaiko įrenginius įmonės ar jos klientų poreikiams, išbando naujus įrankius ir įrangą prieš pradedant darbą;• atnaujina įrangą ir įrankius, nustato jų gedimus, išaiškina priežastis ir pašalina gedimus;• tobulina įrangą ir įrankius, kuria naujus įrankius ir įrangą, rengia jų naudojimo tvarkas bei taisykles;• saugo techninę informaciją, susijusią su įrenginių ar įrankių naudojimu, pildo įmonės dokumentaciją;• teikia rekomendacijas įmonės vadovams, padidina įrenginių ir įrankių darbo efektyvumą ir mažina sąnaudas.","• teikti techninę pagalbą;• atnaujinti įrangą ir įrankius;• tobulinti įrangą bei įrankius;• saugoti techninę informaciją;• teikti rekomendacijas."
311508,"Matavimo aparatūros gamybos technikas","Atlieka gamybos techninę priežiūrą ir kontrolę, teikia techninę pagalbą darbuotojams, atlieka įrengimo, remonto ir techninės priežiūros darbus, tikrina ir išbando sistemas bei nustato jų atitiktį techniniams reikalavimams ir saugumo normoms, kontroliuoja kokybę, tikslumą, patikimumą, teikia rekomendacijas dėl kokybės standartų.","• analizuoja gamybos procesus, juos tobulina, sumažina gamybos nuostolius ir bendras gamybos sąnaudas;• tikrina mašinas ir įrangą, užtikrina patikimą veikimą, jas naudoja ir eksploatuoja darbo vietose;• sprendžia planavimo, organizavimo, vadovavimo problemas, renka, analizuoja ir apibendrina informaciją, įvertina dabartinę praktiką ir sudaro naujus susitarimus dėl praktinių veiksmų;• nustato su veikla susijusias problemas ir jas sprendžia;• nustato įrangos pažeidimus ir gedimus ir juos šalina, gauna remonto ir pakeitimo komponentus.","• analizuoti gamybos procesus siekiant juos patobulinti;• atlikti įprastines mechanizmų patikras;• atrasti problemų sprendimo būdus;• lokalizuoti gedimą;• šalinti įrangos veikimo triktis."
311509,"Tepimo technikas","Atlieka alyvų ir tepalų stebėjimą, organizuoja tepimo procesą, parenka tepimo produktus ir apskaičiuoja sąnaudas. Prižiūri tepimo sistemas, alyvų tepalų suderinamumą ir parinkimą, alyvų tepalų surinkimo ir pilstymo įrangą, alyvų ir tepalų utilizaciją, nebetinkamų naudoti alyvų surinkimą.","• taiko mechanikos profesines žinias ir praktinius įgūdžius, sprendžia gamybines ir ekonomines veiklos problemas;• projektuoja mechanines sistemas pagal pateiktą techninių sąlygų aprašą, pasinaudoja standartiniais mechaniniais ir kitais elementais;• analizuoja įrenginių tobulinimo tendencijas, modernizavimo būdus, priima techninius sprendimus;• kaupia, sistemina ir apdoroja duomenis;• organizuoja veikiančių mašinų, mechanizmų, staklių, variklių, agregatų, įrenginių bei sistemų priežiūrą ir remontą, nustato gedimus ir juos šalina.","• taikyti mechanikos praktinius įgūdžius;• projektuoti mechanines sistemas;• analizuoti įrenginių tobulinimo tendencijas;• prižiūrėti tepimo sistemas;• organizuoti mašinų priežiūrą."
311510,"Laivų statybos įrangos technikas","Atlieka techninio pobūdžio užduotis, susijusias su laivų ir plūdriųjų įrenginių korpusų ir denių įrangos projektavimu, gamyba, technine priežiūra ir remontu. Dirba laivų statyklose ir laivuose, kur konfigūruoja ir optimizuoja pramonines mechatronikos sistemas ir planus, prižiūri ir įgyvendina jų surinkimo ir priežiūros operacijas.","• atlieka bandymus, sukuria sistemas, mašinas ar kitą įrangą, įvertina jų patikimumą ir tinkamumą vykdyti užduotis, atitinkamai pritaiko nustatymus;• naudoja specializuotą programinę įrangą, kuria techninius projektus ir brėžinius;• pritaiko produktų ar jų dalių dizainą taip, kad jie atitiktų reikalavimus;• suderina ir išdėsto sudedamąsias dalis, sudėtas pagal gaires ir techninius planus;• sujungia įvairias elektronines ir kompiuterines dalis į elektroninį gaminį ar prietaisą.","• atlikti bandomuosius veikimo testus;• naudoti techninių brėžinių programinę įrangą;• pakoreguoti inžinerinius projektus;• suderinti sudedamąsias dalis;• sujungti elektroninius blokus."
311511,"Branduolinės energetikos įrenginių technikas","Atlieka techninio pobūdžio užduotis, susijusias su branduolinės energetikos įrangos montavimo, eksploatavimo, techninės priežiūros ir remonto darbais.","• laikosi branduolinės elektrinės saugos procedūrų, politikos ir teisės aktų, užtikrina darbuotojams saugią darbo aplinką ir viešąjį saugumą;• taiso įrangą, valdo grandinines branduolines reakcijas, atlieka įprastą jų priežiūrą, užtikrina saugų įrangos veikimą ir atitiktį teisės aktams;• apskaičiuoja radiacijos duomenis, veikimo trukmę ir intensyvumą, susijusius su procedūromis;• kontroliuoja branduolinės elektrinės sistemas, vėdinimo ir vandens išleidimo sistemas, užtikrina tinkamą veikimą ir nustato pažeidimus;• užtikrina tinkamą oro ir aušinimo skysčių tiekimą mašinoms ir įrenginiams, išvengia perkaitimo ir kitų gedimų.","• laikytis branduolinės elektrinės saugos reikalavimų;• prižiūrėti branduolinius reaktorius;• apskaičiuoti radiacijos poveikį;• stebėti branduolinės elektrinės sistemas;• užtikrinti įrenginių aušinimą."
311512,"Įrangos eksploatavimo ir remonto technikas","Atlieka techninio pobūdžio užduotis, susijusias su įrangos montavimo, eksploatavimo, techninės priežiūros ir remonto darbais. Atnaujina vidines transporto priemonių, variklių ir dyzelinių siurblių dalis, atlieka jų kapitalinį remontą.","• apžiūri variklius, jėgaines ir jų dalis, nustato gedimus ir jų priežastis;• atlieka variklių ir jėgainių ar jų dalių techninę priežiūrą ir remontą, keičia neveikiančias ar sugedusias dalis;• testuoja sutaisytų variklių ir jėgainių veikimą, užtikrina jų kokybišką veikimą;• vykdo techninės priežiūros darbus pagal nustatytą grafiką;• kontroliuoja techninę mašinų ir mechaninės įrangos, prietaisų ir jų dalių gamybą, naudojimą, techninę priežiūrą ir remontą, užtikrina jų tinkamą veikimą ir techninių sąlygų aprašo bei reglamentuojamųjų dokumentų atitiktį.","• nustatyti gedimus ir jų priežastis;• keisti neveikiančias dalis;• testuoti sutaisytų variklių ir jėgainių veikimą;• vykdyti techninės priežiūros darbus;• kontroliuoti techninę mašinų ir mechaninės įrangos gamybą."
311513,"Įrenginių eksploatavimo meistras","Koordinuoja ir prižiūri technologinių procesų valdymo technikų, mašinų operatorių, surinkėjų ir kitų gamybos srities darbininkų veiklą.","• kuria, įgyvendina ir palaiko pastatų, įrenginių bei medžiagų naudojimo strategijas; • organizuoja planuotų ir neplanuotų įrenginių priežiūros darbus, nustato įrenginių gedimus, pastatų techninės būklės neatitiktis;• užtikrina darbo vietų tinkamą įrengimą, tiria darbo sąlygas bei nustato neatitiktis, šalina pastebėtas neatitiktis; • bendradarbiauja su įmonės padaliniais ir tiekėjais, užtikrina tinkamą pastatų bei įrenginių eksploatavimą;• užsako įrenginių ar pastatų tinkamai būklei palaikyti reikalingas medžiagas bei paslaugas, kontroliuoja eksploatavimo medžiagas, užtikrina tinkamas saugojimo sąlygas, skaičiuoja eksploatacinių medžiagų poreikį, rengia sąmatas.","• kurti medžiagų naudojimo strategijas;• nustatyti įrenginių gedimus;• užtikrinti tinkamą darbo vietų įrengimą;• bendradarbiauti su įmonės padaliniais;• užsakyti reikalingas medžiagas."
311514,"Remonto technikas","Taiso įvairios paskirties įrenginius, mašinas, jų dalis ir mechaninę įrangą. Atlieka mašinų ir mechaninės įrangos, prietaisų ir jų dalių ardymą, testavimą, remontą ir techninę priežiūrą. Užtikrina įrenginių, mašinų ir jų mechaninės įrangos tinkamą veikimą ir techninių sąlygų aprašo bei reglamentuojamųjų dokumentų atitiktį.","• supranta ir naudoja techninius dokumentus viso techninio proceso metu;• vengia galimos rizikos, stebi visas mašinos ar prietaiso dalis ir atsargiai vykdo techninės priežiūros ar remonto darbus;• analizuoja ir taiko pateiktą informaciją apie technines sąlygas;• parengia esamų ir būsimų produktų ar paslaugų dokumentaciją, kurioje aprašytos jų funkcijos, sudėtis ir atitiktis nustatytiems reikalavimams ir standartams;• naudoja matavimo prietaisus pagamintų objektų dalims matuoti, atsižvelgia į gamintojų specifikacijas, atlieka matavimus.","• naudoti techninius dokumentus;• rūpestingai atlikti technines užduotis;• suprasti techninius reikalavimus;• teikti techninę dokumentaciją;• matuoti pagamintų objektų dalis."
